time,Avg_I_L1,Min_I_L1,Max_I_L1,Avg_I_L2,Min_I_L2,Max_I_L2,Avg_I_L3,Min_I_L3,Max_I_L3,Avg_U_L1,Min_U_L1,Max_U_L1,Avg_U_L2,Min_U_L2,Max_U_L2,Avg_U_L3,Min_U_L3,Max_U_L3,Avg_b_charge,Min_b_charge,Max_b_charge,Avg_P,Min_P,Max_P,Avg_Q,Min_Q,Max_Q
04.01.1840 18:20:00,58.42,57.91,104.85,84.45,67.53,113.12,116.17,37.29,38.73,37.09,77.88,52.39,51.32,70.06,57.36,65.92,7.87,73.14,65.28,34.62,4.78,10.29,52.54,24.46,57.82,66.26,57.34
04.01.1840 18:25:00,92.26,19.87,49.31,83.13,76.13,99.78,104.65,55.15,47.96,110.15,44.79,106.59,28.14,77.59,20.47,118.10,36.52,15.16,22.21,35.57,39.55,73.08,61.69,11.47,54.43,74.05,71.79
04.01.1840 18:30:00,23.68,20.61,23.23,39.54,43.17,45.19,76.38,82.29,17.13,59.74,84.44,50.86,30.28,74.95,108.45,44.41,61.09,87.08,1.87,17.90,14.51,91.66,31.33,113.08,45.15,67.65,115.96
04.01.1840 18:35:00,94.87,68.46,87.78,116.75,40.58,111.64,99.87,118.24,118.77,70.43,56.03,29.74,117.49,67.85,80.08,118.97,26.86,85.95,47.94,4.62,53.82,54.64,112.54,50.86,6.14,10.44,84.18
04.01.1840 18:40:00,21.84,27.31,4.34,91.40,19.70,96.87,25.40,41.01,13.01,65.43,32.22,78.21,24.28,45.92,103.79,107.63,40.75,27.43,13.45,66.91,42.38,38.55,70.53,65.66,69.18,60.62,1.32
04.01.1840 18:45:00,10.62,50.45,34.36,41.00,44.43,72.81,112.55,106.65,77.44,47.95,33.71,16.37,85.08,18.04,27.70,15.11,25.65,1.37,49.59,18.91,109.86,25.85,92.20,81.16,68.81,69.29,39.94
04.01.1840 18:50:00,69.21,114.78,21.56,76.51,47.70,54.76,80.72,35.28,101.38,60.29,29.69,77.17,48.96,102.67,66.52,31.99,12.01,83.10,102.52,77.55,112.72,35.89,13.20,69.90,118.67,45.93,101.46
04.01.1840 18:55:00,93.00,90.86,46.94,67.25,70.75,55.14,65.09,99.97,85.30,109.84,14.13,43.61,99.65,87.06,116.74,44.92,72.87,34.90,14.15,95.04,24.51,58.86,48.38,8.55,19.14,28.42,15.10
04.01.1840 19:00:00,82.12,51.33,113.30,55.13,35.37,6.92,86.96,2.44,90.85,7.91,98.29,58.52,51.51,89.34,56.55,36.13,60.46,95.28,98.89,51.75,1.77,116.93,88.32,58.63,62.69,14.63,17.93
04.01.1840 19:05:00,21.22,82.25,34.88,21.37,12.54,77.88,68.78,44.35,17.71,106.34,45.03,83.88,36.18,9.92,71.52,17.64,46.12,22.49,100.94,27.60,66.22,109.54,28.16,91.08,20.23,107.65,108.00
04.01.1840 19:10:00,99.64,50.91,71.48,105.77,39.51,49.78,70.33,48.89,25.81,33.14,97.50,20.28,100.85,35.87,56.01,59.45,19.54,99.91,41.99,39.28,114.91,12.92,67.74,44.40,115.76,60.69,24.66
04.01.1840 19:15:00,8.97,119.66,119.30,102.77,50.31,65.88,31.26,91.14,14.34,5.77,107.19,90.25,10.68,38.81,95.48,24.32,80.81,35.45,79.61,30.45,62.37,79.41,69.70,9.10,12.84,42.16,4.11
04.01.1840 19:20:00,25.73,71.03,55.49,57.75,35.59,41.66,84.75,50.05,65.58,41.34,102.79,57.49,69.92,46.20,27.25,107.89,37.23,17.81,94.95,115.20,73.14,70.54,82.26,40.50,9.19,63.93,34.40
04.01.1840 19:25:00,33.79,4.60,8.07,84.85,35.21,69.18,101.02,65.04,27.08,118.21,49.36,84.67,115.70,31.33,55.92,96.11,30.17,31.90,43.61,25.03,74.13,57.19,90.50,30.26,68.08,112.77,17.91
04.01.1840 19:30:00,55.15,54.67,34.31,76.11,96.48,109.43,7.85,4.51,58.88,30.67,15.84,110.48,45.39,79.11,51.42,28.71,41.19,38.58,18.91,111.08,119.91,25.79,56.48,65.56,114.73,66.92,51.54
04.01.1840 19:35:00,98.11,68.34,54.61,2.11,17.63,90.72,78.38,12.97,104.43,103.71,102.18,76.04,109.07,4.41,96.89,96.77,78.44,24.51,63.90,107.13,56.41,104.37,36.81,112.32,99.40,26.72,89.64
04.01.1840 19:40:00,45.12,5.35,72.12,65.26,67.19,37.15,51.75,118.53,114.26,11.59,60.24,87.04,78.69,20.99,10.74,1.68,108.03,99.04,55.90,103.99,117.50,82.23,79.20,1.80,19.32,102.52,74.25
04.01.1840 19:45:00,94.11,6.38,57.71,7.95,12.09,100.02,0.07,13.38,5.83,13.43,109.59,60.28,52.90,9.13,83.75,22.75,44.74,93.46,116.62,61.50,46.90,31.03,73.90,76.20,24.49,6.17,34.60
04.01.1840 19:50:00,101.29,68.20,97.53,92.91,86.55,2.55,98.23,107.48,88.07,9.02,46.24,41.77,6.70,14.14,86.55,9.92,91.19,71.43,5.88,119.94,3.02,102.59,30.08,7.13,101.36,7.90,21.25
04.01.1840 19:55:00,86.81,45.63,103.14,2.78,85.03,11.95,106.24,56.63,101.19,104.43,11.66,15.00,84.73,81.37,53.52,115.85,1.35,17.08,23.13,54.08,6.17,100.33,111.74,18.53,77.94,16.50,92.53
04.01.1840 20:00:00,33.38,74.66,115.22,11.61,35.54,76.19,35.85,70.43,65.72,99.83,85.50,13.43,96.72,83.69,65.37,42.26,103.96,79.24,67.91,58.53,113.06,102.49,34.34,39.72,30.12,103.24,99.93
04.01.1840 20:05:00,17.34,93.18,54.04,98.92,100.25,73.50,38.28,16.62,29.91,10.39,30.52,6.61,62.14,18.63,108.40,59.70,65.08,57.91,12.35,23.56,96.64,57.44,41.56,114.44,18.73,113.14,79.59
04.01.1840 20:10:00,101.03,85.31,94.33,103.49,54.75,14.00,17.48,105.32,2.93,94.15,58.08,102.90,101.25,28.45,41.16,11.52,62.67,101.42,9.08,94.95,88.62,33.64,79.71,117.66,55.03,82.33,22.23
04.01.1840 20:15:00,80.47,13.72,113.32,63.03,59.15,55.15,58.72,88.21,88.02,19.21,107.18,82.89,36.82,17.16,44.91,74.32,90.94,110.00,83.81,117.06,105.21,76.78,105.19,28.64,44.89,33.76,24.78
04.01.1840 20:20:00,30.21,27.64,99.12,16.26,41.69,106.94,108.31,21.63,24.52,100.50,19.67,87.99,97.04,20.11,104.61,46.25,24.55,117.86,58.92,93.80,71.01,68.25,33.65,61.70,99.38,53.14,113.04
04.01.1840 20:25:00,79.59,87.71,44.43,105.49,53.75,98.85,115.47,20.88,89.58,37.27,71.45,104.10,20.31,55.34,88.18,31.79,117.41,60.29,37.27,110.66,100.13,113.26,69.08,110.20,17.21,67.95,44.97
04.01.1840 20:30:00,18.23,98.56,37.51,117.95,0.70,2.14,48.55,78.30,13.87,18.19,32.35,57.71,81.01,14.85,35.26,3.00,0.19,82.35,92.82,26.58,37.77,3.89,84.43,14.54,101.19,90.51,4.97
04.01.1840 20:35:00,12.51,28.18,59.47,34.01,68.78,107.57,73.56,103.63,81.50,85.38,73.03,107.99,15.86,41.91,77.94,86.22,114.08,20.22,17.64,23.07,97.18,118.17,39.67,4.08,47.74,72.32,70.06
04.01.1840 20:40:00,14.21,81.02,25.86,6.31,38.25,96.55,17.03,56.23,89.64,39.85,42.35,87.34,29.70,88.10,71.98,10.20,14.81,83.55,52.04,96.37,30.11,16.26,71.69,8.55,118.05,35.16,18.05
04.01.1840 20:45:00,82.93,70.55,16.65,104.85,17.07,90.34,28.82,85.28,30.30,94.26,52.24,33.35,14.00,119.19,70.23,32.98,63.17,12.09,22.49,88.94,53.49,114.21,56.36,0.57,27.16,53.99,21.65
04.01.1840 20:50:00,119.85,81.45,106.04,28.98,18.30,76.18,110.87,43.35,32.58,115.22,90.30,33.76,35.14,8.94,5.76,47.09,72.14,83.71,71.30,15.79,17.32,109.34,92.20,32.90,30.09,42.27,46.97
04.01.1840 20:55:00,54.45,109.70,48.35,19.11,63.95,81.34,86.73,76.60,42.02,63.14,100.08,22.41,55.92,26.01,100.61,81.14,21.67,65.85,91.28,38.21,35.77,11.92,21.17,43.60,104.67,72.91,57.66
04.01.1840 21:00:00,52.72,7.28,17.13,73.17,23.33,22.02,34.62,102.52,14.83,21.77,61.95,35.54,68.42,3.12,68.47,69.70,46.80,100.52,64.87,72.49,118.90,19.79,77.49,26.31,50.08,117.66,64.54
04.01.1840 21:05:00,91.86,23.75,3.65,72.48,81.81,1.57,58.48,31.13,12.22,74.91,68.27,36.62,60.43,72.40,19.73,74.21,99.55,100.68,108.59,1.03,65.06,39.87,116.43,73.70,119.52,117.44,81.97
04.01.1840 21:10:00,89.71,52.28,62.56,117.91,100.60,77.72,87.17,111.90,95.44,115.10,78.30,55.54,52.57,98.94,102.95,18.11,100.28,12.21,81.06,40.27,25.13,111.50,26.47,41.90,33.02,33.32,3.40
04.01.1840 21:15:00,115.77,59.12,102.85,30.09,89.43,114.14,5.67,88.59,22.29,75.55,113.56,111.07,105.54,118.11,15.31,27.12,25.72,76.53,108.08,105.05,49.96,45.60,94.95,28.18,86.28,86.35,15.68
04.01.1840 21:20:00,68.44,112.44,10.56,66.77,77.54,53.27,6.73,101.81,76.99,73.56,89.01,68.45,46.12,112.99,116.79,55.11,12.71,71.99,17.71,74.71,70.49,15.03,35.73,51.30,63.68,95.75,32.87
04.01.1840 21:25:00,108.32,38.63,48.79,41.74,42.99,71.46,93.85,39.56,33.18,68.46,53.74,3.35,46.04,21.98,79.25,9.73,76.26,113.83,31.74,34.88,43.91,46.61,52.98,47.06,71.21,16.20,63.53
04.01.1840 21:30:00,84.59,88.83,115.33,48.70,21.93,94.93,14.34,32.18,35.76,61.86,35.38,84.21,94.72,64.25,26.06,107.00,115.09,108.89,96.38,18.85,98.38,22.08,16.29,86.70,52.71,12.82,103.67
04.01.1840 21:35:00,81.54,25.22,34.70,31.07,55.92,41.98,114.33,113.69,102.87,43.83,101.31,2.11,109.05,80.36,70.33,3.28,34.03,99.92,77.82,44.02,41.90,69.31,1.48,68.45,54.61,41.97,42.62
04.01.1840 21:40:00,19.86,4.62,25.19,11.17,25.71,47.97,55.18,73.38,17.25,107.38,13.24,22.08,3.30,69.15,46.72,77.08,102.47,34.44,60.53,119.65,112.12,6.70,38.02,114.44,83.22,91.54,88.80
04.01.1840 21:45:00,54.23,72.54,101.64,119.35,76.57,94.73,98.50,12.79,49.69,14.62,13.59,52.53,117.64,54.39,111.89,60.93,2.83,100.59,17.67,34.67,13.42,57.77,97.39,117.16,20.58,45.87,31.55
04.01.1840 21:50:00,39.41,38.29,34.27,4.85,89.00,68.26,59.77,63.54,64.58,80.20,32.30,66.00,63.37,90.92,47.71,58.70,76.22,69.11,65.84,31.72,108.93,31.89,16.45,16.91,48.72,4.87,97.47
04.01.1840 21:55:00,64.25,29.30,70.79,71.79,38.58,50.55,24.56,100.63,60.41,76.42,37.07,13.09,6.16,65.35,50.55,35.96,78.62,116.80,4.25,37.90,118.99,13.04,59.84,113.50,36.00,5.20,12.25
04.01.1840 22:00:00,5.56,20.27,75.99,69.55,74.29,3.36,33.84,12.13,80.14,27.46,119.54,94.41,33.30,109.56,23.97,44.97,99.37,22.66,67.67,40.76,14.55,1.55,77.78,11.71,14.50,8.00,108.96
04.01.1840 22:05:00,29.10,86.12,106.51,19.37,115.34,85.32,29.46,44.60,16.56,112.38,97.60,106.34,50.18,72.26,97.67,112.89,58.13,48.77,69.06,1.66,10.07,39.11,53.73,115.67,91.14,118.03,61.04
04.01.1840 22:10:00,44.47,67.73,69.24,62.41,70.48,16.72,101.20,5.73,67.09,10.92,7.17,94.32,101.00,4.35,68.22,57.97,96.44,104.48,39.62,75.75,84.54,84.35,1.33,67.39,4.95,85.93,103.86
04.01.1840 22:15:00,13.51,27.61,105.98,28.39,15.32,97.72,78.45,36.18,21.46,24.97,47.70,88.34,93.37,55.50,44.17,52.33,109.77,85.81,20.70,110.82,40.05,39.65,64.20,45.70,30.02,88.69,26.64
04.01.1840 22:20:00,99.42,1.27,2.68,13.25,97.24,12.22,67.87,78.38,41.63,12.39,29.64,43.63,9.95,98.60,18.16,51.94,64.34,43.18,7.29,118.61,40.90,79.79,15.31,24.80,29.79,27.20,13.29
04.01.1840 22:25:00,68.22,27.70,114.76,83.14,70.32,34.07,72.02,59.39,71.44,29.85,109.80,18.50,83.35,11.53,19.60,10.59,41.18,9.49,38.29,81.32,10.62,45.68,87.39,118.45,15.53,92.59,46.59
04.01.1840 22:30:00,116.45,11.64,13.99,12.54,18.21,32.12,66.01,68.89,2.34,75.35,27.27,62.64,52.83,106.49,92.13,79.40,94.47,38.98,73.34,19.77,94.88,43.23,102.55,107.30,37.84,14.21,50.05
04.01.1840 22:35:00,86.01,49.82,79.08,100.32,51.47,9.95,73.01,52.96,8.93,57.73,62.13,108.72,36.90,81.19,74.73,33.66,1.34,66.68,40.26,0.12,65.98,35.57,95.89,113.90,116.96,27.31,8.80
04.01.1840 22:40:00,89.10,89.62,44.06,9.48,113.99,68.16,103.93,12.15,57.07,53.34,53.79,53.36,26.59,109.58,75.45,53.17,28.36,70.23,75.55,83.64,16.66,32.22,56.88,90.96,23.51,97.45,41.53
04.01.1840 22:45:00,10.47,54.98,25.63,106.62,59.68,4.66,55.68,109.77,70.04,77.91,9.61,71.08,98.82,64.30,69.82,45.20,105.36,73.61,62.37,46.29,90.20,93.25,83.29,49.61,53.73,92.86,47.16
04.01.1840 22:50:00,48.72,62.23,2.37,54.70,23.61,10.81,108.18,24.57,48.06,16.80,44.32,31.58,38.28,84.84,96.25,0.12,16.61,5.66,10.94,93.31,93.30,13.23,49.39,116.76,43.84,41.06,36.96
04.01.1840 22:55:00,96.06,114.01,65.36,94.29,41.05,9.64,88.99,87.55,53.69,69.48,92.48,25.56,94.14,14.35,94.75,41.38,105.90,99.58,39.97,19.14,29.57,0.93,35.88,10.08,37.14,95.78,86.50
04.01.1840 23:00:00,51.11,42.99,52.65,81.82,59.19,78.60,30.05,98.71,95.12,37.03,96.68,114.37,77.08,99.47,49.25,78.37,117.13,118.85,110.18,19.69,97.69,60.94,12.23,11.11,117.13,112.61,117.97
04.01.1840 23:05:00,97.17,44.27,46.86,119.09,35.98,63.73,29.53,6.75,88.70,34.71,48.54,84.93,113.86,88.44,116.79,83.83,68.55,97.34,26.67,15.42,46.00,116.54,39.02,113.23,27.87,52.21,98.54
04.01.1840 23:10:00,12.05,71.18,22.76,76.99,9.12,26.22,62.76,117.16,23.05,111.28,25.00,115.95,76.32,4.05,95.49,72.88,93.45,59.96,23.84,92.65,47.77,62.89,80.35,84.32,76.23,108.82,6.42
04.01.1840 23:15:00,76.44,60.16,97.02,2.74,118.34,61.99,112.47,38.42,29.92,81.32,90.25,106.17,71.97,62.48,39.13,24.70,86.08,3.94,46.72,30.55,9.25,100.54,2.24,67.36,21.18,61.67,49.00
04.01.1840 23:20:00,82.98,34.42,93.25,28.01,44.30,93.59,67.98,46.60,77.89,11.10,16.03,15.49,68.21,19.90,94.58,99.38,56.26,48.41,78.37,110.78,92.19,48.20,116.58,118.64,109.48,49.12,22.60
04.01.1840 23:25:00,19.77,6.05,99.63,110.42,74.86,86.94,42.47,40.83,84.19,9.91,82.99,71.07,42.59,95.27,65.22,98.47,63.01,119.32,17.87,78.00,16.34,99.27,32.82,53.97,110.08,102.73,15.39
04.01.1840 23:30:00,67.53,17.79,87.43,22.58,43.17,109.92,82.97,112.30,81.78,88.94,80.69,44.85,49.96,24.41,111.10,14.93,57.64,30.94,44.29,7.66,59.60,56.74,1.91,101.50,86.33,85.29,36.85
04.01.1840 23:35:00,92.36,6.13,110.77,100.70,109.67,103.28,119.84,90.87,40.28,63.58,75.76,57.19,38.67,106.48,37.90,17.12,35.21,46.31,84.92,5.37,119.71,83.90,93.69,6.98,118.96,47.97,100.35
04.01.1840 23:40:00,53.31,37.50,41.58,116.86,13.88,117.35,87.61,71.10,55.89,102.41,60.48,101.12,84.97,3.62,37.19,14.54,56.56,46.21,26.65,87.62,36.74,22.04,9.98,64.79,93.52,52.35,85.96
04.01.1840 23:45:00,47.63,23.36,73.49,80.15,15.32,16.80,85.70,78.81,1.45,82.93,92.36,39.86,1.52,51.22,79.95,56.10,4.09,70.91,71.77,114.97,12.23,112.09,119.71,20.44,64.45,12.91,99.54
04.01.1840 23:50:00,86.37,112.16,80.86,83.10,102.69,27.19,46.36,72.28,4.13,15.51,12.77,106.18,23.79,0.83,59.37,112.17,78.08,87.71,80.32,71.85,87.71,81.48,2.22,75.80,20.88,18.36,33.96
04.01.1840 23:55:00,117.60,90.38,61.70,83.47,86.70,78.30,81.14,86.75,10.10,16.75,95.98,71.94,76.57,58.06,5.84,119.99,14.86,32.53,32.73,30.31,85.43,6.15,63.20,30.34,20.28,49.64,27.02
05.01.1840 00:00:00,39.55,11.90,37.10,55.08,51.95,105.86,55.53,0.82,55.24,60.89,106.69,116.77,110.64,85.60,9.22,14.05,41.98,112.90,9.94,47.97,114.54,80.80,118.00,43.27,42.11,61.68,79.27
05.01.1840 00:05:00,45.74,90.56,36.59,60.90,57.92,118.11,34.63,36.12,46.86,91.70,97.09,58.31,118.93,98.45,35.95,43.79,90.51,87.24,7.93,2.02,58.26,54.24,15.47,78.10,77.97,67.82,71.82
05.01.1840 00:10:00,90.05,47.03,72.60,73.43,57.42,95.54,6.00,23.71,1.43,62.05,36.28,114.93,90.55,23.24,63.71,73.30,117.69,42.06,46.97,80.90,39.85,78.04,37.85,114.23,12.55,44.75,23.64
05.01.1840 00:15:00,0.92,23.95,111.38,85.97,115.65,21.56,74.09,93.40,61.28,37.21,108.02,7.33,93.11,32.90,9.79,119.68,41.67,51.25,88.46,51.27,0.65,23.10,63.93,67.91,109.86,118.75,31.17
05.01.1840 00:20:00,16.72,65.48,97.82,113.92,87.44,29.96,105.54,30.79,107.98,110.41,52.27,101.30,37.72,80.24,91.53,105.46,97.86,97.73,41.09,112.78,55.21,63.31,90.33,44.40,63.34,7.76,82.80
05.01.1840 00:25:00,27.38,28.98,51.24,105.07,100.80,60.54,85.60,14.72,88.33,84.68,3.01,74.22,41.39,7.64,39.84,33.95,87.43,72.91,64.90,92.96,91.18,86.43,105.99,29.86,100.86,36.07,117.90
05.01.1840 00:30:00,77.69,97.30,67.62,97.97,57.76,95.85,65.60,17.25,98.55,109.70,96.12,22.63,68.60,109.72,87.07,104.70,12.47,9.20,26.84,53.86,60.24,82.40,30.32,53.84,114.64,52.89,69.85
05.01.1840 00:35:00,31.71,50.74,63.85,78.65,60.25,94.09,29.54,78.62,30.36,19.68,4.47,98.93,23.33,66.19,89.65,100.80,50.24,110.10,56.49,77.06,59.82,3.60,72.35,24.89,80.12,8.41,103.91
05.01.1840 00:40:00,58.08,13.88,33.15,79.23,63.41,2.06,24.95,110.54,24.58,61.10,39.86,108.42,23.97,17.86,38.79,6.47,105.48,113.86,75.08,59.14,10.65,100.53,116.26,78.88,36.31,82.08,63.31
05.01.1840 00:45:00,45.66,74.62,57.24,118.38,19.72,95.47,89.40,23.21,75.94,81.63,63.61,63.45,2.46,81.59,24.76,2.77,112.96,72.92,1.41,78.82,35.08,30.42,117.00,50.33,80.34,116.90,59.74
05.01.1840 00:50:00,69.72,114.72,38.51,98.16,51.76,28.74,87.45,79.89,15.00,105.27,117.83,91.98,2.59,54.76,60.25,117.21,107.79,98.95,41.03,111.95,88.53,97.72,17.62,14.08,29.61,111.77,112.94
05.01.1840 00:55:00,67.32,48.68,3.31,95.61,79.98,20.42,86.14,15.74,9.49,6.06,73.86,0.82,72.72,3.06,94.16,22.87,115.55,100.65,14.18,90.31,1.16,85.23,12.53,34.72,60.86,21.92,76.91
05.01.1840 01:00:00,24.49,6.69,8.28,14.33,46.47,58.56,105.83,30.00,63.91,9.46,6.04,9.64,19.43,102.15,26.50,1.03,85.78,66.88,89.64,20.61,54.95,87.89,31.42,35.10,57.63,43.80,80.80
05.01.1840 01:05:00,28.41,47.86,2.23,37.34,85.32,67.24,45.57,86.64,62.44,111.79,6.83,6.97,105.19,34.63,0.67,62.53,70.91,61.42,14.33,49.26,43.35,82.66,42.18,1.76,11.01,23.18,6.69
05.01.1840 01:10:00,119.52,24.37,32.19,92.33,2.76,68.91,28.25,42.79,86.65,91.73,98.95,76.64,76.22,105.03,18.54,83.24,45.53,41.80,111.48,6.54,107.32,59.12,119.41,37.43,0.44,91.44,89.15
05.01.1840 01:15:00,58.57,32.46,30.22,67.50,119.08,50.62,117.51,93.07,18.62,10.27,33.91,96.53,73.57,113.78,50.33,101.92,49.61,43.29,119.10,42.50,95.08,53.38,51.25,22.07,16.91,31.26,111.90
05.01.1840 01:20:00,17.68,106.50,87.44,19.07,77.30,33.38,95.54,13.00,43.54,58.12,98.39,71.55,11.74,18.42,35.21,29.63,58.83,70.51,106.86,102.88,3.95,77.45,4.73,72.44,57.41,76.80,33.76
05.01.1840 01:25:00,69.07,82.09,40.38,43.22,81.85,46.90,16.91,1.07,87.41,106.09,53.75,83.41,47.95,29.09,92.93,54.83,33.69,91.88,34.81,71.79,59.92,72.81,108.90,15.49,44.54,35.75,110.37
05.01.1840 01:30:00,23.55,102.16,92.35,77.87,63.71,113.60,25.38,82.12,100.16,26.93,24.65,50.75,69.55,93.33,54.37,26.11,51.06,107.09,31.35,42.07,1.27,80.57,98.35,11.72,2.48,5.57,14.66
05.01.1840 01:35:00,34.94,99.62,54.37,43.29,67.26,88.64,76.32,107.46,118.57,95.35,39.12,50.10,32.93,78.82,31.13,81.53,10.43,2.32,17.88,31.39,26.31,21.38,88.62,97.99,74.57,30.26,98.34
05.01.1840 01:40:00,50.03,47.56,6.04,45.12,75.93,78.85,118.41,17.74,34.40,16.18,48.49,5.93,96.03,43.77,112.81,103.42,41.83,30.42,5.70,119.72,103.05,93.17,71.47,75.56,91.85,4.58,32.99
05.01.1840 01:45:00,21.19,4.79,119.86,59.76,30.63,55.94,118.25,46.53,104.27,71.60,88.38,114.15,101.98,87.41,74.70,104.35,108.30,108.55,71.81,17.21,118.05,92.50,114.25,31.41,96.59,114.66,38.32
05.01.1840 01:50:00,78.65,91.18,14.68,94.11,68.47,2.84,5.15,63.24,92.28,35.22,26.16,41.24,48.59,100.11,50.71,114.40,26.86,44.54,100.45,29.87,79.20,83.22,93.94,68.72,88.35,107.04,61.03
05.01.1840 01:55:00,5.76,101.79,89.98,99.20,62.73,70.90,73.84,56.96,46.08,111.77,96.45,40.30,100.62,39.66,82.51,27.38,53.16,2.63,86.49,61.13,112.01,103.77,18.48,27.29,34.66,13.28,114.31
05.01.1840 02:00:00,110.47,43.82,20.61,25.48,75.25,13.03,45.92,0.12,17.02,54.82,34.48,4.20,56.50,62.05,105.23,64.94,116.96,70.50,99.04,67.81,76.01,83.55,38.40,55.93,60.76,73.61,68.54
05.01.1840 02:05:00,68.29,61.05,37.56,3.97,83.31,73.01,75.72,62.74,50.83,73.05,40.20,82.57,3.80,100.18,37.96,55.07,49.67,105.34,22.11,21.04,114.54,12.32,56.21,17.03,95.70,25.68,60.76
05.01.1840 02:10:00,46.63,62.83,58.75,117.83,32.16,42.44,58.89,19.34,112.14,73.27,21.85,14.34,45.97,23.22,71.95,103.13,99.15,86.06,102.08,110.17,18.18,31.77,3.62,99.19,29.47,18.24,60.80
05.01.1840 02:15:00,82.50,103.15,38.70,75.07,42.57,36.07,23.20,7.44,68.63,83.21,102.66,88.99,89.56,45.44,53.85,16.17,118.67,71.77,54.49,78.33,102.27,45.65,56.04,14.73,78.03,80.45,92.28
05.01.1840 02:20:00,69.54,16.48,10.82,45.02,36.19,5.40,109.36,20.79,95.14,68.84,40.28,26.96,114.01,90.75,66.05,113.74,71.52,89.26,103.38,97.98,104.98,70.15,45.15,45.85,15.25,33.26,46.49
05.01.1840 02:25:00,98.65,117.11,26.80,52.51,58.51,77.39,21.91,72.16,114.71,4.90,47.58,111.78,84.19,49.79,105.43,112.72,0.77,97.66,92.60,15.72,112.73,18.55,40.99,16.10,117.70,85.82,82.15
05.01.1840 02:30:00,105.26,116.27,10.49,90.97,89.72,38.09,104.77,27.36,82.40,67.09,48.02,6.33,14.67,67.97,24.31,79.50,49.38,77.26,111.82,112.17,80.42,102.20,70.31,55.79,13.71,115.66,53.25
05.01.1840 02:35:00,3.11,23.72,58.14,58.66,60.89,67.65,25.97,84.28,99.80,74.86,36.08,116.42,50.80,11.27,117.83,81.74,84.15,0.16,85.11,113.01,91.90,72.66,109.88,63.98,18.63,12.53,106.68
05.01.1840 02:40:00,102.34,25.55,68.74,15.91,32.04,109.24,93.74,91.16,116.73,98.17,1.84,36.62,55.59,109.58,113.84,19.25,43.05,102.51,113.73,119.42,31.22,59.54,82.23,70.57,77.46,35.76,114.96
05.01.1840 02:45:00,103.87,2.78,62.16,20.85,12.56,26.44,53.45,111.84,80.40,62.47,22.09,16.53,87.10,79.34,114.78,85.85,13.28,59.92,83.68,37.76,4.74,78.22,42.37,113.35,2.84,75.46,41.58
05.01.1840 02:50:00,58.94,96.15,50.03,6.13,0.63,23.14,33.28,55.36,46.99,33.93,28.65,40.27,65.41,57.42,101.75,56.71,18.08,49.10,116.17,86.63,56.63,115.57,113.04,7.41,3.53,53.69,111.76
05.01.1840 02:55:00,50.44,25.85,50.97,30.33,44.95,55.89,59.67,48.66,43.93,64.18,79.65,26.21,88.96,37.73,17.58,17.30,71.06,50.19,115.58,31.15,32.41,47.46,82.01,39.00,47.38,86.96,77.96
05.01.1840 03:00:00,51.61,35.66,33.31,56.08,94.94,83.09,81.34,8.52,67.01,106.49,33.84,60.37,104.21,7.13,116.82,82.26,104.85,5.16,19.00,117.11,105.51,12.70,103.70,61.34,63.11,75.33,25.42
05.01.1840 03:05:00,27.54,70.39,96.63,52.62,6.59,51.48,101.75,14.59,17.56,73.61,23.92,33.40,29.91,105.32,23.93,24.31,37.92,23.85,40.50,25.77,51.97,15.11,60.37,45.36,1.72,12.50,38.88
05.01.1840 03:10:00,86.07,86.40,89.24,4.82,77.99,81.39,10.76,117.19,78.63,101.94,30.60,14.30,36.19,70.44,82.83,110.29,2.01,80.90,88.86,116.85,69.46,55.32,89.70,45.24,93.44,93.83,34.75
05.01.1840 03:15:00,85.15,23.63,35.23,64.99,40.78,112.27,108.08,1.42,86.00,68.09,117.46,31.21,94.25,27.89,85.57,9.27,1.40,80.63,55.80,105.72,73.04,81.22,32.55,68.42,108.31,16.14,70.91
05.01.1840 03:20:00,23.82,82.62,58.81,26.43,23.83,44.88,118.72,0.10,2.84,6.47,108.97,112.63,40.35,10.56,50.56,78.15,93.74,84.81,80.89,7.71,41.56,4.94,10.90,116.04,3.03,82.25,3.61
05.01.1840 03:25:00,32.69,37.25,4.94,112.77,17.06,14.76,43.24,89.74,3.75,56.16,42.87,92.21,37.92,111.85,14.97,43.92,39.76,64.69,41.48,31.53,48.88,107.94,68.93,101.87,16.46,27.22,59.91
05.01.1840 03:30:00,17.55,100.21,29.25,84.20,25.79,117.60,42.32,66.02,56.65,80.68,116.35,20.56,106.47,23.18,21.74,50.60,78.39,40.56,58.89,104.41,58.88,99.84,71.12,42.68,26.19,35.89,47.41
05.01.1840 03:35:00,116.48,53.04,33.62,64.68,64.37,53.96,34.72,61.85,22.52,68.59,101.77,66.83,103.06,88.62,30.15,99.95,119.66,20.69,74.83,84.12,45.30,59.42,4.79,22.30,81.83,66.93,51.45
05.01.1840 03:40:00,17.94,74.95,71.01,20.27,20.81,109.91,47.69,80.39,37.20,116.60,103.56,110.99,115.42,103.85,21.52,48.52,7.02,61.99,117.32,60.45,12.65,66.35,109.00,51.76,64.47,100.45,90.55
